Brand,Name,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
ASUS,ASUS ROG Strix Hero II GL504GM-ES152T,Intel Core i7 (8th Gen),Intel,0,16, DDR4 RAM,2.2,LED,15.6,GeForce GTX 1060,NVIDIA,256,1024,180.0,Windows 10,6,38937300
Lenovo,Lenovo Ideapad 330,AMD Dual-Core A9 APU,AMD,0,4, DDR4 RAM,3.1,LED,15.6,Integrated Graphics,AMD,64,1024,30.0,Windows 10,0,7197000
ASUS,ASUS TUF FX504GM-EN017T,Intel Core i7 (8th Gen),Intel,32,8, DDR4 RAM ,2.2,LED,15.6,GeForce GTX 1060,NVIDIA,128,1024,48.0,Windows 10,6,33597000
Lenovo,Lenovo Ideapad 330-15ICH,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,2.3,LED,15.6,GeForce GTX 1050,NVIDIA,64,1024,135.0,Windows 10,2,17473200
HP,HP Pavilion Gaming 15-ec0106ax,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,150.0,Windows 10,4,19407000
HP,HP 15-bw523au,AMD Dual-Core A9 APU,AMD,8,4, DDR4 RAM ,3.0,LED,15.6,Integrated Graphics,AMD,64,500,41.0,Windows 10,0,6837000
Lenovo,Lenovo Ideapad 520,Intel Core i5 (7th Gen),Intel,0,8, DDR4 RAM,2.5,LED,15.6,GeForce GT 940MX,NVIDIA,64,1024,35.0,Windows 10,4,19414500
MSI,MSI Prestige PS42 8RB-243IN,Intel Core i7 (8th Gen),Intel,0,16, DDR4 RAM,1.8,LED,14.0,GeForce MX150,NVIDIA,512,0,65.0,Windows 10,2,28497000
ASUS,ASUS VivoBook 15 X509FA-EJ562TS,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,Integrated Graphics,Intel,256,0,32.0,Windows 10,0,15094200
HP,HP Pavilion x360 14-BA152TX,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,14.0,GeForce MX130,NVIDIA,64,1024,41.0,Windows 10,2,20997000
Lenovo,Lenovo Yoga 520,Intel Core i5 (7th Gen),Intel,16,8, DDR4 RAM ,2.5,LED,14.0,Integrated Graphics,Intel,256,0,35.0,Windows 10,0,22104900
Lenovo,Lenovo Yoga 520,Intel Core i5 (7th Gen),Intel,0,4, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,Intel,64,1024,35.0,Windows 10,0,17697000
Lenovo,Lenovo Ideapad 520,Intel Core i7 (8th Gen),Intel,32,8, DDR4 RAM ,1.8,LED,15.6,GeForce MX150,NVIDIA,64,2048,35.0,Windows 10,4,21597000
ASUS,ASUS VivoBook 15 S510UN-BQ069T,Intel Core i7 (8th Gen),Intel,16,8, DDR4 RAM ,1.8,LED,15.6,GeForce MX150,NVIDIA,256,1024,42.0,Windows 10,2,23248500
Acer,Acer Predator Helios 300 PH315-51,Intel Core i5 (8th Gen),Intel,32,8, DDR4 RAM ,2.3,LED,15.6,GeForce GTX 1050 Ti,NVIDIA,128,1024,135.0,Windows 10,4,25740000
ASUS,ASUS VivoBook 15 X505ZA-EJ493T,AMD Dual-Core Ryzen 3,AMD,16,4, DDR4 RAM ,2.5,LED,15.6,Integrated Graphics,AMD,64,1024,42.0,Windows 10,0,8692500
HP,HP 15-BE012TU,Intel Core i3 (6th Gen),Intel,8,4, DDR3 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,DOS,0,9312300
ASUS,ASUS VivoBook S14 S430FA-EB006T Ultrabook,Intel Core i5 (8th Gen),Intel,12,8, DDR4 RAM ,1.6,LED,14.0,Integrated Graphics,Intel,256,1024,45.0,Windows 10,0,11506500
Dell,Dell Inspiron 15 3501,Intel Core i5 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,42.0,Windows 10,0,16027500
HP,HP Pavilion Gaming 15-ec0101AX,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,GeForce GTX 1650,NVIDIA,64,1024,65.0,Windows 10,4,12297000
HP,HP 15-BE014TU,Intel Core i3 (6th Gen),Intel,0,4, DDR3 RAM,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,9297000
Lenovo,Lenovo Ideapad 320E,Intel Core i5 (7th Gen),Intel,0,8, DDR4 RAM,2.5,LED,15.6,GeForce 940MX,NVIDIA,64,1024,65.0,DOS,2,9878100
HP,HP 14q-cs0005tu,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,14.0,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,8697000
ASUS,ASUS VivoBook 15 X515JA-EJ362WS,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10267500
Dell,Dell Inspiron 15 5567,Intel Core i3 (6th Gen),Intel,8,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Ubuntu,0,8097000
Lenovo,Lenovo Ideapad 320-15IKB,Intel Core i5 (7th Gen),Intel,16,8, DDR4 RAM ,2.5,LED,15.6,Integrated Graphics,Intel,64,1024,30.0,Windows 10,0,13797000
ASUS,ASUS X543MA-GQ1015T,Intel Celeron Dual-Core,Intel,12,4, DDR4 RAM ,1.1,LED,15.6,Integrated Graphics,Intel,64,1024,33.0,Windows 10,0,5549700
HP,HP 14q-cy0006au,AMD Dual-Core A9 APU,AMD,0,4, DDR4 RAM,3.1,LED,14.0,Integrated Graphics,AMD,256,0,65.0,Windows 10,0,7230300
HP,HP 14q-cs0009TU,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,DOS,0,6179700
Realme,Realme Intel Evo Book Slim,Intel Core i5 (11th Gen),Intel,0,8, LPDDR4X RAM,2.4,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,13197000
Acer,Acer One 14 Z2-485,Intel Pentium Dual-Core,Intel,32,4, DDR4 RAM ,2.3,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,7499700
HP,HP 15q-bu007tu,Intel Core i3 (6th Gen),Intel,16,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,DOS,0,9000000
ASUS,ASUS VivoBook 15 X412DA-EK504T Ultrabook,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,AMD,512,0,45.0,Windows 10,0,8397000
HP,HP 15q-bu006tu,Intel Core i3 (6th Gen),Intel,0,8, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,DOS,0,10198800
ASUS,ASUS VivoBook 14 X412DA-EK501T,AMD Quad-Core Ryzen 5,AMD,12,8, DDR4 RAM ,2.1,LED,14.0,Integrated Graphics,AMD,512,0,45.0,Windows 10,0,9132900
HP,HP 15-BG004AU,AMD Quad-Core A8 APU,AMD,16,4, DDR3 RAM ,2.2,LED,15.6,Integrated Graphics,AMD,64,1024,65.0,Windows 10,0,7679700
ASUS,ASUS VivoBook 14 X412FA-EK363T,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,9933300
Acer,Acer Aspire 7 A715-41G-R6S8,AMD Quad-Core Ryzen 5,AMD,32,8, DDR4 RAM ,2.1,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 10,4,21897000
HP,HP 15-bg002AU,AMD Quad-Core A8 APU,AMD,8,4, DDR3 RAM ,2.2,LED,15.6,Integrated Graphics,AMD,64,1024,65.0,Windows 10,0,8167500
HP,HP 14s-cf3074TU,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,7587300
ASUS,ASUS VivoBook 14 X412FA-EK361T Ultrabook,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,5379300
ASUS,ASUS VivoBook 15 X515JA-EJ562TS,Intel Core i5 (10th Gen),Intel,12,8, DDR4 RAM ,1.0,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,9270900
Infinix,Infinix INBook X1 XL11,Intel Core i3 (10th Gen),Intel,0,8, LPDDR4X RAM,1.2,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,10497000
Lenovo,Lenovo 130-15IKB,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,DOS,0,7497000
Acer,Acer Aspire 5 A515-54G,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,15.6,GeForce MX250,NVIDIA,512,0,65.0,Windows 10,2,11092500
ASUS,ASUS VivoBook 14    X412UA-EK342T Ultrabook,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,14.0,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,7977000
Lenovo,Lenovo Ideapad 320-15ISK,Intel Core i3 (6th Gen),Intel,16,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,DOS,0,8097000
ASUS,ASUS X543MA-GQ1020T,Intel Pentium Quad-Core,Intel,0,4, DDR4 RAM,1.1,LED,15.6,Integrated Graphics,Intel,64,1024,33.0,Windows 10,0,6299700
HP,HP Pavilion TouchSmart 14 x360 14-dh0107tu,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,Intel,256,0,41.0,Windows 10,0,12417300
HP,HP 15q-ds0009TU,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,12297000
Dell,Dell Inspiron 14 3467,Intel Core i3 (7th Gen),Intel,8,4, DDR4 RAM ,2.3,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Linux,0,6069300
Dell,Dell Inspiron 14 3467,Intel Core i3 (6th Gen),Intel,8,4, DDR4 RAM ,2.0,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,7614900
ASUS,ASUS M515DA-BQ322TS,AMD Dual-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LED,15.6,Integrated Graphics,AMD,256,0,45.0,Windows 10,0,6179700
Lenovo,Lenovo Ideapad 310,Intel Core i5 (6th Gen),Intel,12,8, DDR4 RAM ,2.3,LED,15.6,GeForce N16V-GMR1,NVIDIA,64,1024,65.0,DOS,2,9188100
HP,HP 15-da0326tu,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,9147000
HP,HP 15-BS542TU,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,DOS,0,7950000
ASUS,ASUS VivoBook 15 X515JA-EJ372TS,Intel Core i3 (10th Gen),Intel,32,4, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,6621300
ASUS,ASUS Vivobook R540UB-DM723T,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,GeForce MX110,NVIDIA,64,1024,65.0,Windows 10,2,10126500
HP,HP 15-da0327tu,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,9657300
ASUS,ASUS EeeBook E203MA-FD014T,Intel Celeron Dual-Core,Intel,0,2, DDR4 RAM,1.1,LED,11.6,Integrated Graphics,Intel,64,0,33.0,Windows 10,0,2397000
Dell,Dell Inspiron 14 3467,Intel Core i3 (6th Gen),Intel,8,4, DDR4 RAM ,2.0,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,8365200
ASUS,ASUS Vivobook Max F541UA-XO2231T,Intel Core i3 (6th Gen),Intel,12,4, DDR4 RAM ,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,8097000
HP,HP 15s-du1066TU,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,11070000
Micromax,Micromax Canvas Laptab II LT777W,Intel Atom Quad-Core,Intel,64,2, DDR3 RAM ,1.3,LCD,11.6,Integrated Graphics,Intel,64,0,65.0,Windows 10,0,5399700
MSI,MSI GL63 8RC-063IN,Intel Core i7 (8th Gen),Intel,16,8, DDR4 RAM ,2.2,LED,15.6,GeForce GTX 1050,NVIDIA,64,1024,65.0,Windows 10,4,23997000
HP,HP 15q-ds0029tu,Intel Core i5 (7th Gen),Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,11589300
HP,HP 15-BE010TU,Intel Pentium Quad-Core,Intel,8,4, DDR3 RAM ,1.6,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,DOS,0,7482900
ASUS,ASUS VivoBook 14 X412FA-EK295T Ultrabook,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,11865300
HP,HP 15-bw519au,AMD Dual-Core A9 APU,AMD,0,4, DDR4 RAM,3.0,LED,15.6,Integrated Graphics,AMD,64,1024,41.0,Windows 10,0,7497000
Acer,Acer Predator Helios 300 PH315-53-72E9,Intel Core i7 (10th Gen),Intel,32,16, DDR4 RAM ,2.6,LED,15.6,GeForce RTX 2060,NVIDIA,256,1024,230.0,Windows 10,6,22574100
Acer,Acer Aspire 3 A315-33,Intel Celeron Dual-Core,Intel,8,2, DDR3 RAM ,1.6,LED,15.6,Integrated Graphics,Intel,64,500,45.0,Linux,0,4797000
HP,HP 14s-dk0093au,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,AMD,256,1024,65.0,Windows 10,0,8697000
HP,HP 15s-eq0024au,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,512,0,41.0,Windows 10,0,12447000
HP,HP Pavilion 15-bc406tx,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,2.3,LED,15.6,GeForce GTX 1050,NVIDIA,64,1024,52.0,Windows 10,4,16497000
ASUS,ASUS VivoBook Pro 15 M6500IH-HN701WS,AMD Octa-Core Ryzen 7,AMD,16,8, DDR4 RAM ,2.9,LED,15.6,GeForce GTX 1650 Max Q,NVIDIA,512,0,120.0,Windows 11,4,15297000
Acer,Acer Nitro 5 AN515-54-52H2,Intel Core i5 (9th Gen),Intel,32,8, DDR4 RAM ,2.4,LED,15.6,GeForce GTX 1050,NVIDIA,64,1024,65.0,Windows 10,3,16647000
HP,HP 15-da0352tu,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,10582800
HP,HP 15s-eq0500AU,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,7449300
HP,HP 15s-du3038TU,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.2,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,12897000
ASUS,ASUS TUF FX505GT-BQ006T,Intel Core i5 (9th Gen),Intel,32,8, DDR4 RAM ,2.4,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,48.0,Windows 10,4,41476800
HP,HP 14q-cs0017tu,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,14097000
Acer,Acer Aspire A315-51,Intel Core i3 (7th Gen),Intel,12,4, DDR4 RAM ,2.7,LED,15.6,Integrated Graphics,Intel,64,500,45.0,Linux,0,8697000
HP,HP 15-bs145tu,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,DOS,0,12297000
Dell,Dell Vostro 14 3400,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,1.7,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,9353700
Acer,Acer Aspire 5 A515-51G -5673,Intel Core i5 (7th Gen),Intel,16,8, DDR4 RAM ,2.5,LED,15.6,GeForce MX130,NVIDIA,64,1024,65.0,Windows 10,2,12297000
HP,HP 15-bw531au,AMD Dual-Core A6 APU,AMD,8,4, DDR4 RAM ,2.5,LED,15.6,Integrated Graphics,AMD,64,1024,41.0,Windows 10,0,7197000
Acer,Acer Aspire 5 A515-51G,Intel Core i5 (7th Gen),Intel,16,8, DDR4 RAM ,2.5,LED,15.6,GeForce MX130,NVIDIA,64,1024,65.0,Windows 10,2,16999800
Acer,Acer Aspire 3 A315-51-Z,Intel Core i3 (7th Gen),Intel,16,4, DDR4 RAM ,2.7,LED,15.6,Integrated Graphics,Intel,64,500,45.0,Windows 10,0,9421800
HP,HP 15q-bu013tu,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,10464300
ASUS,ASUS TUF FX505GT-HN101T,Intel Core i5 (9th Gen),Intel,32,8, DDR4 RAM ,2.4,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 10,4,15646500
ASUS,ASUS TUF Gaming F15 FX506LH-AS51,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,38877600
Lenovo,Lenovo Ideapad Gaming 3 15ARH05,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.0,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,135.0,Windows 10,4,18747000
Lenovo,Lenovo Ideapad 320E,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,9297000
Lenovo,Lenovo Ideapad 3 15IML05,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,2.1,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,8912100
HP,HP 15s-du1044tu,Intel Celeron Dual-Core,Intel,0,4, DDR4 RAM,1.1,LED,15.6,Integrated Graphics,Intel,64,1024,46.0,Windows 10,0,6621300
HP,HP Pavilion 14-ec1005AU,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,17097000
Samsung,Samsung Chromebook XE500C13-K06US,Intel Celeron Dual-Core,Intel,0,4, LPDDR3 RAM,1.6,LED,11.6,Integrated Graphics,Intel,64,0,33.0,Google Chrome,0,21393000
Acer,Acer Swift 3 SF315-41-R9S1,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Linux,0,13197000
ASUS,ASUS ROG Strix G15 G513IC-HN025W,AMD Octa-Core Ryzen 7,AMD,0,8, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,22797000
Nokia,Nokia PureBook X14 NKi510UL85S,Intel Core i5 (10th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,12875100
Acer,Acer Swift 3 SF315-41,AMD Quad-Core Ryzen 5,AMD,16,8, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,11589300
Acer,Acer Aspire 7 A715-41G-R7YZ,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,GeForce GTX 1650 Ti,NVIDIA,512,0,135.0,Windows 10,4,15597000
HP,HP 15s-fq2075TU,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LED,15.6,Integrated Graphics,Intel,256,0,41.0,Windows 10,0,11789700
ASUS,ASUS VivoBook 15 X515JA-EJ322TS,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,8111700
ASUS,ASUS VivoBook 15 X540UA-DM995T,Intel Core i5 (8th Gen),Intel,12,8, DDR4 RAM ,1.6,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,9464100
MSI,MSI GF63 Thin 9SC-240IN,Intel Core i5 (9th Gen),Intel,32,8, DDR4 RAM ,2.4,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,51.0,Windows 10,4,16497000
HP,HP 15s-gy0001AU,AMD Dual-Core Athlon,AMD,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,AMD,64,1024,41.0,Windows 10,0,8397000
HP,HP 14s-cr2000tu,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,17097000
Dell,Dell Inspiron 15 3505,AMD Quad-Core Ryzen 5,AMD,16,8, DDR4 RAM ,2.1,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,15897000
Dell,Dell Inspiron 15 3565,AMD Dual-Core A9 APU,AMD,0,8, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,9796800
ASUS,ASUS EeeBook 15 E510MA-EJ011WS,Intel Celeron Dual-Core,Intel,0,8, DDR4 RAM,1.1,LCD,15.6,Integrated Graphics,Intel,256,0,33.0,Windows 11,0,6597000
Dell,Dell Inspiron 15 3502,Intel Pentium Quad-Core,Intel,16,4, DDR4 RAM ,1.1,LED,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,7347000
Lenovo,Lenovo Ideapad S145,Intel Core i3 (10th Gen),Intel,12,4, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,DOS,0,6096900
Dell,Dell Vostro 14 3401,Intel Core i3 (10th Gen),Intel,16,4, DDR4 RAM ,1.2,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,10197000
ASUS,ASUS VivoBook 14 M413IA-EK586T,AMD Octa-Core Ryzen 7,AMD,0,8, DDR4 RAM,2.0,LED,14.0,Integrated Graphics,AMD,512,0,45.0,Windows 10,0,12941700
HP,HP 15-ay009tx,Intel Core i5 (6th Gen),Intel,16,8, DDR4 RAM ,2.3,LED,15.6,Radeon R5 M430,AMD,64,1024,65.0,Windows 10,4,15052800
Dell,Dell Vostro 14 3401,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LED,14.0,Integrated Graphics,Intel,256,0,42.0,Windows 10,0,12612900
ASUS,ASUS TUF FX705DT-AU092T,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,17.3,GeForce GTX 1650,NVIDIA,512,0,64.0,Windows 10,4,17997000
ASUS,ASUS Chromebook C523NA-A20303,Intel Celeron Dual-Core,Intel,0,4, LPDDR4X RAM,1.1,LED,15.6,Integrated Graphics,Intel,64,0,45.0,Google Chrome,0,5399700
HP,HP Pavilion Gaming 15-ec1021AX,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.0,LED,15.6,GeForce GTX 1650,NVIDIA,64,1024,150.0,Windows 10,4,17997000
HP,HP 15-be001TX,Intel Core i5 (6th Gen),Intel,16,8, DDR3 RAM ,2.3,LED,15.6,Radeon R5 M430,AMD,64,1024,65.0,DOS,2,13797000
Lenovo,Lenovo Ideapad S340,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,14.0,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,19500000
HP,HP Pavilion Gaming 15-dk0272TX,Intel Core i5 (9th Gen),Intel,32,8, DDR4 RAM ,2.4,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,65.0,Windows 10,4,22467000
HP,HP 14s-cs1000tu,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,14997000
HP,HP 15-db0209au,AMD Dual-Core A4 APU,AMD,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,AMD,64,1024,41.0,Windows 10,0,5793300
MSI,MSI GF65 Thin 9SEXR-406IN,Intel Core i7 (9th Gen),Intel,0,16, DDR4 RAM,2.6,LED,15.6,GeForce RTX 2060,NVIDIA,512,0,180.0,Windows 10,6,29997000
AVITA,AVITA Liber NS13A2IN206P,Intel Core i5 (8th Gen),Intel,0,8, DDR3 RAM,1.6,LED,13.3,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,11697000
Acer,Acer Chromebook 314 CB314-1H-C884,Intel Celeron Dual-Core,Intel,0,4, LPDDR4 RAM,1.1,LED,14.0,Integrated Graphics,Intel,64,0,65.0,Google Chrome,0,5250000
HP,HP 15s-du2078TU,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,15575700
Lenovo,Lenovo Ideapad 3,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,9933300
Lenovo,Lenovo Ideapad 3,AMD Dual-Core Athlon,AMD,12,4, DDR4 RAM ,2.3,LED,15.6,Integrated Graphics,AMD,64,1024,65.0,Windows 10,0,7797000
Infinix,Infinix INBook X1 Slim XL21,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,14.0,UHD,Intel,512,0,65.0,Windows 11,0,8337000
AVITA,AVITA Liber NS14A2IN206P,Intel Core i5 (8th Gen),Intel,0,8, DDR3 RAM,1.6,LED,14.0,Integrated Graphics,Intel,256,0,36.0,Windows 10,0,10497000
Dell,Dell Vostro 14 3491,Intel Core i3 (10th Gen),Intel,16,4, DDR4 RAM ,1.2,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,10199700
ASUS,ASUS VivoBook Pro 15 OLED M6500IH-L1701WS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,2.9,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,120.0,Windows 11,4,19797000
ASUS,ASUS Vivobook R542UQ-DM252T,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,15.6,GeForce GT 940MX,NVIDIA,64,1024,45.0,Windows 10,2,13797000
Dell,Dell Inspiron 15 3505,AMD Dual-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.6,LED,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 10,0,8697000
Lenovo,Lenovo Ideapad S340,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,17697000
Acer,Acer Aspire 5 A515-56,Intel Core i5 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,11423700
